English,Luganda
"It estimates the facility's antimicrobial consumption by patient load It is calculated by dividing the total number of DDDs consumed over a given period by the number of bed days in the same period, multiplied by 100.","Ebalirira nti ekifo kino ekirwanyisa obuwuka nga kiyita mu mugugu gw’omulwadde Kibalwa nga kigabanya omuwendo gwonna ogwa DDDs ezikozesebwa mu kiseera ekigere n’omuwendo gw’ennaku z’ekitanda mu kiseera kye kimu, nga zikubisibwamu 100."
The number of bed days refers to the total number of days that beds in a healthcare facility are occupied by patients during a specific time frame.,Omuwendo gw’ennaku z’oku kitanda gutegeeza omuwendo gwonna ogw’ennaku ebitanda mu kifo eky’ebyobulamu abalwadde mwe bibeera mu kiseera ekigere.
"To calculate DDDs per patient, the total number of DDDs consumed within a defined period is divided by the total number of individual patients who received antibiotics during the same period.","Okubala DDDs buli mulwadde, omuwendo gwonna ogwa DDDs ezikozesebwa mu kiseera ekigere gugabanyizibwamu omuwendo gwonna ogw’abalwadde ssekinnoomu abafuna eddagala eritta obuwuka mu kiseera kye kimu."
"By comparing DDDs per patient over time or across different settings, healthcare providers can identify patterns, trends, or deviations from established guidelines.","Nga bageraageranya DDDs buli mulwadde mu kiseera oba mu bifo eby‟enjawulo, abajjanjabi basobola okuzuula enkola, emitendera, oba okukyama okuva ku ndagiriro eziteereddwawo."
Antibiotic use (AMU) is derived from individual patient data and may include information on patient characteristics and indications for treatment.,Enkozesa y’eddagala eritta obuwuka (AMU) eggibwa mu bikwata ku balwadde ssekinnoomu era eyinza okubeeramu amawulire agakwata ku mpisa z’omulwadde n’ebiraga obujjanjabi.
Measurement of antimicrobial use at facility and community levels is critical to understanding the prevailing trends of antimicrobial use and providing context to the emergence of AMR.,Okupima enkozesa y’obuwuka ku mutendera gw’ekifo n’ekitundu kikulu nnyo okutegeera emitendera egy’okukozesa eddagala eritta obuwuka n’okuwa embeera eri okuvaayo kwa AMR.
"National Antimicrobial Stewardship Manual - Antibiotics are prescribed when not needed, e.g.","National Antimicrobial Stewardship Manual - Eddagala eritta obuwuka liwandiikibwa nga tekyetaagisa, e.g."
Antibiotics are prescribed by the wrong route: IV vs oral Duration of antibiotic treatment should be optimized (e.g.,Eddagala eritta obuwuka liwandiikibwa mu kkubo erikyamu: IV vs oral duration of antibiotic treatment erina okulongoosebwa (e.g.
"Repeat doses are not administered in a timely way, which is critical in the case of septic shock and other serious infections.","Dozi eziddibwamu teziweebwa mu budde, ekintu ekikulu ennyo mu mbeera y’okusannyalala kw’amazzi amakyafu n’endwadde endala ez’amaanyi."
"Conducting a PPS is more resource-intensive than collecting antimicrobial consumption data, as data is collected on individual patients, and requires more human resources.","Okukola PPS kisinga kukozesa bikozesebwa bingi okusinga okukung’aanya ebikwata ku nkozesa y’eddagala eritta obuwuka, kubanga ebikwata ku balwadde ssekinnoomu bwe bikung’aanyizibwa, era nga kyetaagisa abakozi bangi."
This additional effort is important for antimicrobial stewardship interventions geared towards achieving optimal use of antimicrobials.,Kaweefube ono ow’enjawulo kikulu nnyo mu kuyingirira okulabirira obuwuka obulwanyisa obuwuka obugendereddwamu okutuuka ku nkozesa ennungi ey’eddagala eritta obuwuka.
National Antimicrobial Stewardship Manual - Details of the methods of collection data for point prevalence surveys are clearly outlined in the National Guidelines for Antimicrobial Consumption and Use Surveillance in Human Health and the WHO Methodology for Point Prevalence Survey on Antibiotic Use In for the PPS Tool.,National Antimicrobial Stewardship Manual - Ebikwata ku nkola z’okukung’aanya ebikwata ku kukunganya okunoonyereza ku bungi bw’ebitundu birambikiddwa bulungi mu ndagiriro z’eggwanga ez’okukozesa eddagala eritta obuwuka n’okukozesa okulondoola mu bulamu bw’abantu n’enkola ya WHO ey’okunoonyereza ku bungi bw’abantu ku nkozesa y’eddagala eritta obuwuka mu kikozesebwa kya PPS.
The data generated from a PPS is fed into the national database at the Mo.,Ebiwandiiko ebikoleddwa okuva mu PPS biriisibwa mu kitongole ky’amawulire eky’eggwanga ku MO.
H which provides a dashboard where facilities can access their performance and design necessary A uniform methodology to survey antimicrobial prescribing in and facilitates comparisons of antimicrobial use over time and between 4.2.1.2 WHO/INRUD Drug indicator surveys for Out patients Data on antimicrobial use at the OPD shall be collected using the WHO/INRUD drug indicator survey (DIS) and the OPD antibiotic survey adapted from the Therapeutics Committee manual 2018.,H Ekiwa dashiboodi ebifo mwe bisobola okufuna omulimu gwabyo n’okukola dizayini eyetaagisa enkola ey’enjawulo okupima eddagala eritta obuwuka obuleeta endwadde n’okuyamba okugeraageranya okukozesa eddagala eritta obuwuka mu bbanga ne wakati wa 4.2.2.2 2018.
OPD Register is the data source.,OPD Register ye nsibuko ya data.
"During this analysis, in addition to the patient prescription and laboratory records, information on Prospective drug use evaluations are easier to conduct and will yield good evidence since data will be collected with the objectives of the study in mind.","Mu kwekenneenya kuno, ng’oggyeeko ebiwandiiko by’omulwadde n’ebiwandiiko bya laboratory, amawulire agakwata ku kwekenneenya okukozesa eddagala erisuubirwa gangu okukola era gajja kuwa obujulizi obulungi okuva data bwe zinaakuŋŋaanyizibwa n’ebigendererwa by’okunoonyereza mu birowoozo."
Antimicrobial use evaluations can be conducted at facility level to further understand the factors associated with the use of a particular drug.,Okukebera okukozesa eddagala eritta obuwuka kuyinza okukolebwa ku mutendera gw’ekifo okwongera okutegeera ensonga ezikwatagana n’okukozesa eddagala ery’enjawulo.
The findings of these studies can then be used to put in place strategies to address overuse/or any form of misuse.,Ebizuuliddwa mu kunoonyereza kuno olwo bisobola okukozesebwa okuteekawo obukodyo okukola ku kukozesa ennyo/oba engeri yonna ey’okukozesa obubi.
They are used to assess for compliance of antibiotic prescription and administration in accordance with guidelines or protocols.,Zikozesebwa okukebera okugoberera eddagala eriweebwa eddagala eriweebwa eddagala eriweebwa eddagala eriweebwa eddagala eriweebwa eddagala eriweebwa eddagala eriweebwa eddagala eriweebwa eddagala eriweebwa eddagala eriweebwa eddagala eriweweeza ku bulwadde.
"The evaluation can identify any deviations related to overuse, underuse or misuse, identify areas for quality improvement as well as monitoring treatment outcomes.","Okwekenenya kuyinza okuzuula okukyama kwonna okwekuusa ku kukozesa ennyo, okukozesa obubi oba okukozesa obubi, okuzuula ebitundu eby’okutumbula omutindo wamu n’okulondoola ebiva mu bujjanjabi."
The evaluation can be done prospectively through direct observation or retrospectively through 4.2.1.5 Triggers for medicine use evaluation or a prescription audit.,Okukebera kuyinza okukolebwa mu ngeri esuubirwa okuyita mu kwetegereza obutereevu oba okutunuulira okudda emabega okuyita mu 4.2.1.5 Ebivaako Okukebera okukozesa eddagala oba okubala omusawo.
The need for audit or evaluation can be triggered in two ways.,Obwetaavu bw’okubala ebitabo oba okwekenneenya busobola okutandika mu ngeri bbiri.
"This data can be collected on ward rounds or directly from patients medical charts, or from outpatient prescriptions and registers.","Data eno esobola okukunganyizibwa ku ward rounds oba butereevu okuva mu balwadde medical charts, oba okuva ku outpatient prescriptions and registers."
"When a problem is detected, for example, an increase in infections after surgery or in urine cultures referred to the microbiology lab which might indicate that patients with asymptomatic bacteriuria are wrongly being treated for UTIs.","Ekizibu bwe kizuulibwa, okugeza, okweyongera mu yinfekisoni oluvannyuma lw’okulongoosebwa oba mu buwangwa bw’omusulo okujuliziddwa mu microbiology lab ekiyinza okulaga nti abalwadde abalina obulwadde bwa bacteriuria obutaliiko bubonero bajjanjabibwa mu bukyamu UTIs."
Antibiotics where consumption has increased significantly over time.,Eddagala eritta obuwuka ng’okukozesa kweyongedde nnyo okumala ekiseera.
A prospective evaluation should be prioritized over a retrospective evaluation because it provides a current description of antibiotic use practices that is more relevant and useful to the Prospective evaluations can be performed alongside recommendations for changes in antibiotic treatment in real-time.,Okwekenenya okusuubirwa kulina okukulembeza mu kwekenneenya okudda emabega kubanga kuwa ennyonyola eriwo kati ku nkola z’okukozesa eddagala eritta obuwuka esinga okukwatagana era ey’omugaso mu kwekenneenya okusuubirwa kuyinza okukolebwa wamu n’okuteesa ku nkyukakyuka mu bujjanjabi bw’eddagala eritta obuwuka mu kiseera ekituufu.
Feedback can be delivered to groups e.g.,Ebiddibwamu bisobola okutuusibwa mu bibinja e.g.
National Antimicrobial Stewardship Manual - visual summaries of the quantitative and qualitative findings; synthesized areas of improvement and recommendations can be delivered in presentations or as posters.,National Antimicrobial Stewardship Manual - mu bufunze ebifaananyi eby’ebizuuliddwa mu bungi n’omutindo; Ebitundu ebikoleddwa mu ngeri y’okulongoosaamu n’okuteesa bisobola okuweebwa mu nnyanjula oba ng’ebipande.
The recommendations should include specific actions that are within the recipients control to Include benchmarks or achievable targets for comparisons within the facility for antibiotic prescribing that are indicator specific and based on national and/or local performance data of high performing peers.,Ebiteeso birina okubeeramu ebikolwa ebitongole ebibeera mu buyinza bw’abafuna ebipimo okussaamu ebipimo oba ebiruubirirwa ebisobola okutuukirira okugeraageranya munda mu kifo okusobola okuwandiika eddagala eritta obuwuka ebiraga ebikwata ku nkola y’emirimu mu ggwanga ne/oba mu kitundu ebya bannaabwe abakola ennyo.
The information should be displayed such that recipients can understand their performance and desired actions within seconds.,Amawulire galina okulagibwa nga abaweebwa basobola okutegeera omulimu gwabwe n’ebikolwa bye baagala mu sikonda ntono.
"Individual-level antibiotic feedback should be delivered confidentially to the prescribers, and create the opportunity for peer discussion.","Ebiteeso by’eddagala eritta obuwuka ku mutendera gw’omuntu kinnoomu birina okuweebwa mu kyama eri abawandiika eddagala, era bakole omukisa gw’okukubaganya ebirowoozo ku bannaabwe."
"AMS Programmes and IPC Programmes have similar goals, strategies, and metrics, and an integrated model can benefit both programs.","Enteekateeka za AMS ne pulogulaamu za IPC zirina ebigendererwa, obukodyo, n’ebipimo ebifaanagana, era enkola ey’okugatta esobola okuganyula pulogulaamu zombi."
The end results are reduced patients contributing to a reduction in mortality and morbidity hence improved public health.,Ebiva mu nkomerero bikendeezebwa abalwadde abayamba okukendeeza ku kufa n’okulwala n’olwekyo byalongoosa obulamu bw’abantu.
National Antimicrobial Stewardship Manual - AMS and IPC programme interrelationship can be understood as follows: Prevention of spread of Infections: Infection prevention measures are crucial for reducing the incidence of healthcare-associated infections.,National Antimicrobial Stewardship Manual - AMS ne IPC Program Interrelationship esobola okutegeerwa bweti: Okuziyiza okusaasaana kw’endwadde: Enkola z’okuziyiza yinfekisoni zikulu nnyo okukendeeza ku bulwadde obukwatagana n’ebyobulamu.
"By implementing strategies such as hand hygiene, proper disinfection, and environmental cleaning, the risk of infections can be minimized.","Nga bateeka mu nkola enkola ng’obuyonjo mu ngalo, okutta obuwuka obulungi, n’okuyonja obutonde bw’ensi, obulabe bw’okukwatibwa yinfekisoni busobola okukendeezebwa."
"This, in turn, can reduce the need for antimicrobial treatment.",Kino nakyo kisobola okukendeeza ku bwetaavu bw’obujjanjabi obulwanyisa obuwuka.
"When infections are prevented through robust infection prevention practices, the overall burden of infections decreases, resulting in a reduced need for antimicrobial treatment.","Yinfekisoni bwe ziziyizibwa nga ziyita mu nkola ennywevu ez’okuziyiza yinfekisoni, okutwalira awamu omugugu gw’endwadde gukendeera, ekivaamu obwetaavu okukendeera okw’obujjanjabi obulwanyisa obuwuka."
"By preventing infections in the community and within the health facility, hence the need for antimicrobial treatment is Collaborative Efforts: Effective collaboration between antimicrobial stewardship and infection prevention teams is vital to achieve optimal patient outcomes and reduce the transmission of infections.","Nga tuziyiza yinfekisoni mu kitundu ne mu kifo ky’ebyobulamu, kye kiva obwetaavu bw’obujjanjabi obulwanyisa obuwuka kaweefube ow’okukolagana: okukolagana obulungi wakati w’obuwanika obulwanyisa obuwuka n’okuziyiza endwadde kikulu nnyo okutuuka ku biva mu balwadde ebisinga obulungi n’okukendeeza ku kusaasaanya yinfekisoni."
Coordinated efforts ensure that infection prevention measures and antimicrobial prescribing practices are aligned and reinforce each other.,Kaweefube akwatagana akakasa nti enkola z‟okuziyiza obuwuka n‟enkola z‟eddagala eriziyiza obuwuka zikwatagana era zinyweza buli emu.
Various IPC measures shall be used to improve AMS programs as shown in Antimicrobial Stewardship Optimise antimicrobial use Reduce emergence of antibiotic Infection Prevention Programs infection (HAIs) transmission Improve patient treatment Reduce cost of health care,Ebipimo bya IPC eby’enjawulo bigenda kukozesebwa okulongoosa enteekateeka za AMS nga bwe kiragibwa mu buvunaanyizibwa bw’okulwanyisa obuwuka obulungi Okukozesa eddagala eritta obuwuka Okukendeeza ku kujja kw’enteekateeka z’okuziyiza endwadde ezitta obuwuka (HAIS) Okutambuza obujjanjabi Okukendeeza ku nsaasaanya y’obujjanjabi .
"Hand hygiene is a fundamental infection prevention measure that reduces the transmission of pathogens, thereby decreasing the need for antimicrobial treatment.","Obuyonjo mu ngalo kye kimu ku bintu ebikulu ebiziyiza okukwatibwa endwadde ekikendeeza ku buwuka obuleeta endwadde, bwe kityo ne kikendeeza ku bwetaavu bw’okujjanjaba obuwuka obuleeta endwadde."
Proper utilization of PPE can reduce the risk of healthcare-associated infections and subsequently decrease the need for antimicrobial therapy.,Okukozesa obulungi PPE kiyinza okukendeeza ku bulabe bw’endwadde ezikwatagana n’ebyobulamu n’oluvannyuma okukendeeza ku bwetaavu bw’eddagala eritta obuwuka.
Risk assessment and management: Notify and isolate patients with identified resistant pathogens and those with highly infectious organisms from the rest of the ward for specialized Encourage health workers to remove indwelling devices from patients that are no longer needed e.g.,Okukebera n’okuddukanya akabi: Tegeeza n’okwawula abalwadde abalina obuwuka obuziyiza obulwadde obuzuuliddwa n’abo abalina ebiramu ebisiigibwa ennyo okuva mu waadi endala olw’okukubiriza okw’enjawulo okukubiriza abakozi b’ebyobulamu okuggyawo ebyuma ebibeera mu mubiri okuva mu balwadde abatakyetaagisa e.g.
Feedback on infection prevention practices and the impact of reducing antimicrobial use can help guide targeted interventions.,Ebiddibwamu ku nkola z‟okuziyiza obulwadde n‟enkosa y‟okukendeeza ku nkozesa y‟eddagala eritta obuwuka bisobola okuyamba okulungamya okuyingira mu nsonga ezigendereddwamu.
Collaborative assessments provide a comprehensive understanding of areas for improvement and allow for coordinated action plans to enhance both infection prevention and antimicrobial stewardship efforts.,Okukebera okw’enkolagana kuwa okutegeera okujjuvu ku bitundu eby’okulongoosaamu n’okusobozesa enteekateeka z’ebikolwa ezikwatagana okutumbula kaweefube w’okuziyiza endwadde n’okulwanyisa obuwuka.
The IPC and AMS programs should make decisions and undertake joint interventions to address the identified gaps for better patient Education and Training for support staff and training Comprehensive Training Programs: Develop comprehensive educational programs that integrate both infection prevention and antimicrobial stewardship principles.,Enteekateeka za IPC ne AMS zirina okusalawo n’okukola enkola ez’awamu okukola ku bituli ebizuuliddwa olw’okusomesa obulungi omulwadde n’okutendeka abakozi abawagira n’okutendeka enteekateeka ezijjuvu: okukola enteekateeka ez’enjawulo ez’okusomesa ezigatta emisingi gyombi egy’okuziyiza obuwuka n’okuziyiza obuwuka.
The patients should be empowered to remind health workers to perform hand hygiene before any procedure is On job refresher training for support staff/Cleaners (also known as environmental cleaning staff or environmental services There should be routine refresher training for support staff on IPC practices and their roles and impart in combatting HAI should be,Abalwadde balina okuweebwa obuyinza okujjukiza abakozi b’ebyobulamu okukola obuyonjo bw’emikono nga tebannaba kukola nkola yonna eri ku kutendeka abakozi/abayonja abawagira emirimu (egimanyiddwa ng’abakozi abayonja obutonde bw’ensi oba empeereza y’obutonde w’ensi wandibaddewo okutendekebwa okwa bulijjo eri abakozi abawagira ku nkola za IPC n’emirimu gyabwe n’okugabira mu kulwanyisa HAI kulina okuba .
National Antimicrobial Stewardship Manual - 5.3 Targeted care bundles These are a set of evidence-based practices designed to prevent specific healthcare-associated infections (HAIs) or improve patient outcomes.,National Antimicrobial Stewardship Manual - 5.3 Targeted Care Bundles Zino nkola ezesigamiziddwa ku bujulizi ezikoleddwa okuziyiza endwadde ezenjawulo ezikwatagana n‟ebyobulamu (HAIs) oba okulongoosa ebiva mu balwadde.
Care bundles are a systematic approach that combines several interventions or measures into a cohesive package to ensure comprehensive and standardized care delivery.,Ebibinja by‟okulabirira (care bundles) nkola ntegeke egatta okuyingira mu nsonga oba ebipimo ebiwerako mu nkola ekwatagana okukakasa nti obujjanjabi buweebwa mu bujjuvu era nga buli mu mutindo.
"Targeted care bundles are specifically developed to address a particular type of infection, such as central line-associated bloodstream infections (CLABSIs), ventilator-associated pneumonia (VAP), catheter-associated urinary tract infections (CAUTIs), surgical site infections (SSIs), or other healthcare-associated infections.","Ebibinja by’okulabirira ebigendereddwamu bikolebwa mu ngeri ey’enjawulo okukola ku kika ky’obulwadde obw’enjawulo, gamba ng’obulwadde bw’omusaayi obukwatagana ne layini wakati (clabsis), pneumonia ekwatagana n’empewo (VAP), ekisaanyizo ekikwatagana n’omusulo mu bitundu by’omusulo (Cautis), yinfekisoni z’ekifo eky’okulongoosa (SSIS), obulwadde obulala obuweebwa ebyobulamu."
"These bundles are typically based on best practices and Each targeted care bundle consists of a set of interventions that, when implemented together, have been shown to effectively reduce the risk of infection or improve patient outcomes.","Ebibinja bino bitera okusinziira ku nkola ennungi era buli kibinja ky‟okulabirira okugendereddwamu kirimu ensengeka y‟okuyingira mu nsonga nga, bwe ziteekebwa mu nkola awamu, ziragiddwa okukendeeza obulungi ku bulabe bw‟okukwatibwa oba okulongoosa ebiva mu balwadde."
Several specific bundles are available that can be implemented at healthcare facilities in resourcelimited settings.,Ebibinja ebiwerako ebitongole biriwo ebiyinza okuteekebwa mu nkola mu bifo eby’obulamu mu bifo ebiriko eby’obugagga.
"These packages of care contribute to infection prevention, reduce unnecessary antibiotic prescribing, and may limit the spread and development of antibiotic resistance in 5.4 Environmental swabbing.","Ebipapula bino eby‟okulabirira biyamba mu kuziyiza obuwuka, bikendeeza ku ddagala eritta obuwuka eritali lyetaagisa, era biyinza okukomya okusaasaana n‟okukola obuziyiza bw‟eddagala eritta obuwuka mu 5.4 obutonde bw‟ensi."
"Routine random/undirected environmental sampling/swabbing is not recommended unless the rate of health care associated infections have been associated with levels of general microbial environmental contamination, research, quality assurance, to confirm the presence of hazardous chemical or biological agent and other targeted interventions.","Enkola ya bulijjo ey’okutwala obutonde mu ngeri ey’ekifuulannenge/obutalung’amya ku butonde bw’ensi (undirected environmental sampling/swabbing) tekiba kirungi okuggyako ng’omuwendo gw’endwadde ezikwatagana n’ebyobulamu gubadde gukwatagana n’emitendera gy’obucaafu bw’obutonde obw’obutonde obw’enjawulo, okunoonyereza, okukakasa omutindo, okukakasa okubeerawo kw’eddagala ery’obulabe eriweebwa eddagala oba ery’ebiramu n’ebirala ebigendereddwamu okuyingira mu nsonga."
These systems should facilitate collaboration between infection prevention and antimicrobial stewardship teams to analyse and interpret data Performance Metrics and Indicators: Develop performance metrics and indicators that measure both infection prevention and antimicrobial stewardship outcomes.,Enkola zino zirina okwanguyiza enkolagana wakati w’okuziyiza obuwuka n’okuziyiza obuwuka obulwanyisa obuwuka okwekenneenya n’okutaputa ebipimo n’ebipimo by’omutindo gw’ebikwata ku nkola y’amawulire: okukola ebipimo by’omutindo n’ebiraga ebipima ebiva mu kuziyiza obulwadde n’obuziyiza obuwuka.
"This can include indicators such as hand hygiene compliance rates, adherence to appropriate antimicrobial prescribing guidelines, and rates of healthcareassociated infections.","Kino kiyinza okuzingiramu ebiraga ng’emiwendo gy’obuyonjo bw’omu ngalo, okugoberera ebiragiro ebituufu eby’eddagala eriweweeza ku buwuka, n’emiwendo gy’endwadde ezikwatagana n’ebyobulamu."
"Supply chain refers to the set of procedures to ensure that pharmaceuticals and health supplies reach the final consumer (patient) or the healthcare worker at the right time and place, in the right quality and quantity, and at an appropriate cost and level of effectiveness The link between AMS and Supply chain management The aim of supply chain management for AMS is to ensure that safe, effective and quality antimicrobials and health supplies are available and accessible at all times.","Supply Chain kitegeeza ensengeka y’emitendera okukakasa nti eddagala n’ebikozesebwa mu bulamu bituuka ku mukozesa asembayo (omulwadde) oba omukozi w’ebyobulamu mu kiseera ekituufu n’ekifo, mu mutindo omutuufu n’obungi, era ku muwendo ogusaanidde n’omutindo gw’obulungi akakwate wakati wa AMS n’enzirukanya y’okugaba ebintu ekigendererwa ky’okuddukanya eby’okugaba ebintu eri AMs kwe kuba nti obukuumi, obulungi n’omutindo eddagala eriweweeza ku bulamu n’obulamu eri obulamu n’ebintu ebisobola okutuukirirwa buli kiseera."
"This ensures that HCWs are able to use appropriate laboratory and diagnostic tools, and prescribe the most appropriate antimicrobials, and the right health supplies are available for effective infection prevention and control, which is essential for AMS.","Kino kikakasa nti HCWs zisobola okukozesa ebikozesebwa ebituufu mu laboratory n’okuzuula obulwadde, n’okuwandiika eddagala eritta obuwuka erisinga okutuukirawo, era ebikozesebwa ebituufu eby’obulamu bibaawo okusobola okuziyiza n’okufuga yinfekisoni mu ngeri ennungi, ekintu ekyetaagisa eri AMS."
"National Antimicrobial Stewardship Manual - Shortage of appropriate, safe and effective antimicrobials may lead to use of less effective alternatives, which is a major driver for development of AMR.","National Antimicrobial Stewardship Manual - Ebbula ly’eddagala eritta obuwuka erisaanira, eritali lya bulabe era erikola obulungi liyinza okuvaako okukozesa eddagala eddala eritali ddene, nga kino kye kikulu ekivaako okukulaakulanya AMR."
"In addition, ineffective supply chain management may also limit availability of relevant laboratory and diagnostic supplies, thereby encouraging empirical prescribing of antimicrobials, another key driver of AMR.","Okugatta ku ekyo, enzirukanya y’okugaba ebintu etali nnungi nayo eyinza okukomya okubeerawo kw’ebikozesebwa ebikwatagana mu laboratory n’okuzuula obulwadde, bwe kityo ne kikubiriza empirical prescribing of antimicrobials, another key driver of AMR."
The following tools and criteria should guide the selection process for antimicrobials Quantification is the process of estimating how much of the specific EMHS is needed for procurement for a specific period to ensure an uninterrupted supply.,Ebikozesebwa n’emisingi gino wammanga birina okulungamya enkola y’okusunsulamu eddagala eritta obuwuka okugera obungi y’enkola y’okubalirira obungi bwa EMHs ezenjawulo ezeetaagisa okugula okumala ekiseera ekigere okukakasa nti waliwo okugabibwa okutali kwa kutaataaganyizibwa.
"However, it is possible to arrange for special imports for items not on the National Drug register.",Wabula kisoboka okutegeka ebintu eby’enjawulo ebiyingizibwa mu ggwanga ebitali ku lijesita y’eddagala mu ggwanga.
"Re classification of ALL categories of antibiotics shall be included depending on the level of care while prioritizing antibiotics in the ACCESS category >60% of all antibiotics), Product catalogues e.g., NMS Check product catalogs as these provide the available range of products and dosage forms for selection e.g., which antimicrobials are in cream, ointment or suspension, or management guidelines, and other institutional guidelines.","RE Okugabanyamu ebika byonna eby’eddagala eritta obuwuka kujja kuzingirwamu okusinziira ku ddaala ly’okulabirira nga bwe kukulembeza eddagala eritta obuwuka mu kiti ky’okuyingira >60% ku ddagala lyonna eritta obuwuka), katalogu z’ebintu e.g., NMs zikebera katalogu z’ebintu nga bino biwa ekika ky’ebintu ebiriwo n’engeri z’eddagala ez’okulonda e.g., obulagirizi bw’eddagala eriri mu bizigo, ebizigo oba okuyimiriza, okuyimiriza oba okuyimiriza, n’enkola endala ez’ekitongole."
"This data can be obtained from records such as stock cards, stock books, or electronic logistics management information systems (e. LMIS).","Data eno esobola okufunibwa okuva mu biwandiiko nga stock cards, stock books, oba electronic logistics management information systems (E. LMIS)."
"To enhance accuracy and reliability,  the data should be complete, accurate, and properly adjusted for stockouts and anticipated changes in demand and use.","Okusobola okutumbula obutuufu n’okwesigamizibwa, data erina okuba nga ntuufu, nga ntuufu, era nga etereezeddwa bulungi ku sitokisi n’enkyukakyuka ezisuubirwa mu bwetaavu n’enkozesa."
"Used to estimate consumption of antimicrobials, laboratory, and health supplies by using medicine consumption, demand, or use and/or pharmaceutical expenditure for different facilities to extrapolate to a similar or related health facility taking into consideration the population coverage or service This can work for new facilities where morbidity or prior consumption data are not available.","Ekozesebwa okubalirira enkozesa y’eddagala eritta obuwuka, mu laboratory, n’ebyobulamu nga bakozesa eddagala erikozesebwa, obwetaavu, oba enkozesa ne/oba ensaasaanya y’eddagala ku bifo eby’enjawulo okuggyamu ekifo ky’ebyobulamu ekifaanagana oba ekikwatagana nakyo nga tutunuulira omuwendo gw’abantu oba obuweereza kino kisobola okukola ku bifo ebipya awali ebikwata ku bulwadde oba nga tebinnabaawo ebikwata ku nkozesa y’abantu."
"In other words, the service performance (e.g., consumption of a particular commodity) in one facility is used to project needs of a facility with similar level of care, whose data is not available at the time of quantification exercise.","Mu ngeri endala, enkola y’empeereza (e.g., okukozesa ekintu ekimu) mu kifo ekimu ekozesebwa okukola pulojekiti ebyetaago by’ekifo ekirimu obujjanjabi obufaanagana, nga data yaayo tebaawo mu kiseera ky’omulimu gw’okugera obungi."
"At both national and sub-national levels, there should be mechanisms to monitor consumption patterns, shelf life and implementation of effective inventory management systems to support You can quantify antimicrobials and laboratory supplies  using one or a combination of the More details on use of these different quantification methods can be found in the EMHS Management Procurement of antimicrobials and laboratory supplies involves all decisions and actions in costing and purchasing/procuring the selected commodities, in line with the available resources.","Ku mutendera gw’eggwanga n’ogw’ebitundu, walina okubaawo enkola ez’okulondoola enkola y’okukozesa, okuwangaala n’okussa mu nkola enkola ennungamu ey’okuddukanya ebintu okusobola okuwagira osobola okugera omuwendo gw’eddagala eritta obuwuka n’ebikozesebwa mu laboratory ng’okozesa ekimu oba okugatta ebikwata ku nkozesa y’enkola zino ez’enjawulo ez’okugera omuwendo zisobola okusangibwa mu EMHS management procurement of antimicrobials and laboratory supplies invols all supprys in allsing in astaling in costcuring."
"At the facility level, this process should follow quantification, which generates a requirement list showing the quantities of the different commodities needed for a specified period.","Ku mutendera gw’ekifo, enkola eno erina okugoberera obungi, ekola olukalala lw’obwetaavu obulaga obungi bw’ebintu eby’enjawulo ebyetaagisa okumala ekiseera ekigere."
"Next, the facility should cost this requirement list by multiplying these quantities with the estimated unit prices of these commodities.","Ekiddako, ekifo kisaana okufiiriza olukalala luno olw’obwetaavu nga kikubisaamu obungi buno n’emiwendo gya yuniti ebalirirwamu egy’ebintu bino."
The prices can be obtained from supplier catalogs or recent invoices.,Emiwendo giyinza okufunibwa okuva mu katalogu z’abagaba ebintu oba invoice ezisembyeyo.
"The resulting list, called the costed non-vetted requirement list or wish list is crucial for documenting the actual commodity and financial needs of the facility.","Olukalala oluvaamu, oluyitibwa olukalala lw’ebyetaagisa ebitali bya muwendo oba olukalala lw’ebyo by’oyagala lukulu nnyo mu kuwandiika eby’amaguzi ebituufu n’ebyetaago by’ensimbi eby’ekifo."
"The AMS committee can work with the supply chain committee, or work with the MTC to assign staff with expertise in the area if there is no supply chain committee, to quantify and develop a wish list for antimicrobials and health supplies relevant for AMS alongside other Prior to the development of a procurement plan, the MTC should convene an entry meeting with various facility stakeholders to discuss or review the quantification process, tools for data collection, review period, and the budget allocated.","The AMS committee can work with the supply chain committee, or work with the MTC to assign staff with expertise in the area if there is no supply chain committee, to quantify and develop a wish list for antimicrobials and health supplies relevant for AMS alongside other Prior to the development of a procurement plan, the MTC should convene an entry meeting with various facility stakeholders to discuss or review the quantification process, tools for data collection, review period, and the budget allocated."
"When developing the final procurement plan, the MTC should use the tools below to ensure the review process is as objective and cost-effective as possible.","Nga okola enteekateeka esembayo ey’okugula ebintu, MTC erina okukozesa ebikozesebwa wansi okukakasa nti enkola y’okuddamu okwetegereza eba ya kigendererwa era nga tesaasaanya ssente nnyingi nga bwe kisoboka."
Vital (V) commodities take top priority while necessary (N) commodities take the lowest priority and can be entirely eliminated if the budget is constrained.,Ebintu ebikulu (v) eby’amaguzi bikulembeza nnyo ate ebyetaagisa (N) ebintu bikulembeza wansi era bisobola okuggyibwawo ddala singa embalirira eba ewaliriziddwa.
"When the budget is so limited that even the Vitems must be reduced, this should be done with the consensus of the MTC members.","Embalirira bw’eba ntono nnyo ne kiba nti ne Vitems zirina okukendeezebwa, kino kisaana okukolebwa n’okukkaanya kwa bammemba ba MTC."
