English,Luganda
water points should be sufficiently close to users to encourage them to use water as often as required.,ebifo omuteekebwa amazzi birina okubeera okumpi ekimala eri abakozesa okubakubiriza okukozesa amazzi nga bwe kyetaagisa.
"alternatively, a handwashing basin, soap and a jug of clean water may be placed on a trolley used for ward rounds, to encourage handwashing as often as needed between patient at least two handwashing basins should be provided in wards with more than 20 beds.","ekirala, ekibya eky’okunaaba mu ngalo, ssabbuuni n’ekibbo ky’amazzi amayonjo biyinza okuteekebwa ku kagaali akakozesebwa mu round rounds, okukubiriza okunaaba mu ngalo nga bwe kyetaagisa wakati w’omulwadde waakiri ebifo bibiri eby’okunaaba mu ngalo birina okuweebwa mu waadi nga waliwo ebitanda ebisukka mu 20."
"although less important than handwashing in terms of reducing disease transmission, showering (or other means of washing the body) may be important for the recovery of certain patients, and may be required by staff and carers in contact with infectious patients.","wadde nga si kikulu nnyo okusinga okunaaba mu ngalo mu ngeri y’okukendeeza ku bulwadde bw’endwadde, okunaaba (oba engeri endala ez’okunaaba omubiri) kiyinza okuba ekikulu mu kuwona abalwadde abamu, era kiyinza okwetaagisa abakozi n’abalabirira abalwadde abasiigibwa."
"if piped hot water is available, measures should be taken to avoid the proliferation of bacteria in the water system.","singa amazzi agookya aga payipu galiwo, olina okukolebwa okwewala okusaasaana kwa bakitiriya mu nkola y’amazzi."
"for this reason, piped water and water from showers should ideally be maintained below 20c separate showers may be needed for staff and patients, and for both sexes, to ensure that all groups have adequate privacy and safety.","olw’ensonga eno, amazzi aga payipu n’amazzi agava mu nsuwa mu ngeri entuufu birina okukuumibwa wansi wa 20c ensuwa ez’enjawulo ziyinza okwetaagisa eri abakozi n’abalwadde, n’ebika byombi, okukakasa nti ebibinja byonna birina eby’ekyama ebimala n’obukuumi."
"at least one shower is available for 40 users in patient settings (users include patients, staff and staff and carers staying in the healthcare facility).","waakiri shower emu eriwo eri abakozesa 40 mu mbeera z’abalwadde (abakozesa mulimu abalwadde, abakozi n’abakozi n’abalabirira abasula mu kifo ky’ebyobulamu)."
"laundry facilities, with soap or detergent, hot water and a disinfectant (such as chlorine solution), should be available for inpatient settings.","ebifo eby’okwoza engoye, nga biriko ssabbuuni oba eddagala ery’okunaaba, amazzi agookya n’eddagala eritta obuwuka (nga chlorine solution), birina okubaawo ku bifo ebijjanjabirwamu abalwadde."
operation and maintenance of the water supply system operation of the water supply system components should be carried out in accordance with the suppliers recommendations.,okuddukanya n’okulabirira enkola y’enkola y’amazzi mu nkola y’enkola y’amazzi erina okukolebwa okusinziira ku biteeso by’abagaba amazzi.
the maintenance requirements for the water supply components are summarized in the rain water harvesting system regular cleaning of the roof catchment surfaces and gutters trimming of tree branches hanging over the roof catchment to reduce dry leaves and birds droppings falling onto the roof; drain and clean the tank with clean brooms/brushes disinfection of the of the tank with chlorine cleaning should be done quarterly all faults on hand pump boreholes to be repaired by a qualified hand pump mechanic or area service provide whom the hcf can sign a contract with if need be.,ebyetaago by’okuddaabiriza ebitundu ebigaba amazzi bifunze mu nkola y’okukung’aanya amazzi g’enkuba okuyonja buli kiseera ebifo ebikuŋŋaanyizibwamu akasolya n’emifulejje okusala amatabi g’emiti nga gawanikiddwa waggulu w’akasolya akakuŋŋaanyiziddwa okukendeeza ku bikoola ebikalu n’ebinyonyi ebigwa ku kasolya; fulumya ttanka n’ebisero ebiyonjo/brushes okutta obuwuka mu ttanka n’okuyonja kwa chlorine kulina okukolebwa buli luvannyuma lwa myezi esatu ensobi zonna ku hand pump boreholes ezigenda okuddaabirizibwa makanika wa pampu y’omu ngalo alina ebisaanyizo oba area service okuwa hcf ani asobola okussa omukono ku ndagaano nayo bwe kiba kyetaagisa.
maintenance requirements to be in accordance with suppliers piped water service connection including the water meter maintenance requirements for service connections are of the utility owners responsibility quality of piped water service report to the utility owner supply pipeline between the water meter and the storage maintenance requirements for the service line are the responsibility of the healthcare facility to be handled by a routine inspection for leakages drain and clean the tank with clean brooms/brushes disinfection of the tank with chlorine with guidance of a cleaning and disinfection of the tank to be done on quarterly distribution pipe network carry out necessary repairs in case of leakages pipework fittings including should be inspected for any malfunction necessary repairs should be carried out by qualified,ebyetaago by’okuddaabiriza okubeera nga bigoberera abagaba payipu y’okuyunga ku mpeereza y’amazzi omuli n’ebyetaago by’okuddaabiriza mita y’amazzi ku kuyungibwa kw’empeereza bya bannannyini bikozesebwa obuvunaanyizibwa omutindo gwa payipu y’okuweereza amazzi lipoota eri omukozi w’ebintu payipu y’okugaba wakati wa mita y’amazzi n’ebyetaago by’okuddaabiriza layini y’obuweereza bwe buvunaanyizibwa bw’ekifo ky’ebyobulamu okukwatibwa okukeberebwa okwa bulijjo okukulukuta kwa ttanka n’okuyonja ttanka n’obuziba obuyonjo/bruka okutta obuwuka obuleeta obulwadde bwa ttanka ne ttanka okuyonja ttanka n’okuziyiza okuwunya kw’obuwuka obuleeta obulwadde bwa ttanka n’obulagirizi bwa ttanka n’okuyonja ttanka n’okuyonja ekikuta ky’ebintu ebiyonjo/bruka okutta obuwuka obuleeta obulwadde bwa ttanka n’okuyonja ttanka okuyonja ttanka n’obuwuka obuziyiza okubunye be done on quarterly distriive pipe network kola okuddaabiriza okwetaagisa mu mbeera y’okukulukuta ebikozesebwa mu payipu omuli n’okukeberebwa okulaba oba tewali buzibu bwonna okuddaabiriza okwetaagisa kulina okukolebwa ebisaanyizo .
"improved sanitation in health facilities is critical in the preventing the spread of infectious microorganisms found in human faecal material, medical and waste from getting in to contact with people and posing a threat to their health.","obuyonjo obulongooseddwa mu bifo by’ebyobulamu kikulu nnyo mu kuziyiza okusaasaana kw’obuwuka obutonotono obusiigibwa obusangibwa mu bintu by’omusulo gw’abantu, eby’obujjanjabi n’ebisasiro okuyingira mu kukwatagana n’abantu n’okuteeka ku bulabe eri obulamu bwabwe."
appropriately designed and adequate sanitation facilities/services are critical in the prevention and or minimizes the spread of diseases within the hcfs.,ebifo/empeereza ebitegekeddwa obulungi era ebimala eby’obuyonjo bikulu nnyo mu kuziyiza oba oba okukendeeza ku kusaasaana kw’endwadde mu hcfs.
"these guidelines provide for planning for sanitation in hcfs, sanitation options for different levels of health facilities, standards of technical designs and specifications for sanitation facilities including those of people with special needs.","enkola zino ziwa okuteekateeka obuyonjo mu hcfs, eby’okulonda eby’obuyonjo ku mitendera egy’enjawulo egy’ebifo by’ebyobulamu, omutindo gwa dizayini ez’ekikugu n’ebiragiro ebikwata ku bifo eby’obuyonjo omuli n’eby’abantu abalina ebyetaago eby’enjawulo."
"to provide adequate and appropriate sanitation facilities for management and safe disposal of human waste, domestic solid waste, medical / healthcare waste and waste general adequacy criteria for excreta disposal facilities in hcfs generally, sanitation services in hcfs will be satisfactory and adequate if the following minimum who recommends a ratio of one toilet per 20 users and should be used as a planning guideline for inpatient settings.","okuwa ebifo ebimala era ebituufu eby’obuyonjo okuddukanya n’okusuula kasasiro w’abantu mu ngeri ey’obukuumi, kasasiro omukalu ow’awaka, kasasiro w’obujjanjabi / eby’obulamu n’ebisasiro emisingi egy’omuggundu egy’ebifo eby’okusuula omusulo mu hcfs okutwaliza awamu, empeereza z’obuyonjo mu hcfs zijja kuba zimatiza era nga zimala singa ekitono kino wammanga ekiteesa ku mugerageranyo gwa kaabuyonjo emu ku buli 20 abakozesa era nga balina okukozesebwa ng’enteekateeka y’okulungamya etegekeddwa ku nteekateeka y’okulungamya okuteekateeka."
"at least one shower is available for 40 users in inpatient settings (users include patients, staff and carers staying in the health-care setting).","waakiri ensuwa emu eriwo eri abakozesa 40 mu mbeera y’abalwadde abajjanjabirwa mu ddwaaliro (abakozesa mulimu abalwadde, abakozi n’abalabirira abasula mu mbeera y’okulabirira ebyobulamu)."
"the toilets of those with special needs should be designed appropriately to meet their needs such as ramps for wheel chair, support rails and color lines for the visually impaired.","kaabuyonjo z’abo abalina ebyetaago eby’enjawulo zirina okukolebwa mu ngeri esaanidde okutuukiriza ebyetaago byabwe nga ramps for wheel chair, support rails ne color lines for visually impaired."
"in addition, efforts should be made to ensure that the toilets are designed and equipped to respond to social and cultural norms such as provision of water for anal cleansing, lockable doors for privacy and a clear access pathway adequately lit at night.","okugatta ku ekyo, kaweefube alina okukolebwa okulaba nga kaabuyonjo zikolebwa era nga zirina ebikozesebwa okusobola okwanukula emisingi gy’embeera z’abantu n’eby’obuwangwa ng’okugaba amazzi ag’okwoza mu nnabaana, enzigi eziyinza okusibirwa mu by’ekyama n’ekkubo eritegeerekeka obulungi erituuka mu ngeri etegeerekeka obulungi ekiro."
toilets should be conveniently located; preferably not more than 30 meters from all users locations for ease of reach.,kaabuyonjo zirina okubeera mu kifo ekirungi; okusinga obutasussa mita 30 okuva mu bifo byonna abakozesa okusobola okwanguyirwa okutuuka.
"in addition, they should have clear path ways that are devoid of any form of obstruction (physical or non-physical) that is toilets must be open for use when needed.","okugatta ku ekyo, balina okuba n’amakubo amategeerekeka amakubo agataliimu ngeri yonna ey’okuzibikira (eby’omubiri oba ebitali bya mubiri) kwe kugamba nti kaabuyonjo zirina okuba nga ziggule okukozesebwa nga zeetaagibwa."
under no circumstances should the toilet doors be locked preventing access to users except in situations of safety and a key is available at all times.,mu mbeera yonna enzigi za kaabuyonjo tezirina kusibibwa kuziyiza kutuuka ku bakozesa okuggyako mu mbeera z’obukuumi era ekisumuluzo kibaawo ekiseera kyonna.
toilets should at all times be functional i.e.,kaabuyonjo ekiseera kyonna zirina okuba nga zikola i.e.
toilets or any other sanitation facility should be utilized for the purpose for which it was intended.,kaabuyonjo oba ekifo ekirala kyonna eky’obuyonjo kisaana okukozesebwa ku kigendererwa kye kyali kigendereddwaamu.
"functionality of the sanitation facility a toilet is considered functional if it is not broken, the toilet hole is not blocked, there should be no cracks or leaks in the toilet structure and water should be available for flush/pour-flush the sanitation facility should be utilized and maintained for the purpose for which it is intended and should not be converted in to any other uses such as storage spaces.","enkola y’ekifo eky’obuyonjo kaabuyonjo etwalibwa ng’ekola singa eba temenyese, ekinnya kya kaabuyonjo tekizibiddwa, tewalina kubaawo nnyatika oba kukulukuta mu kizimbe kya kaabuyonjo era amazzi galina okubaawo okufuukuula/okufuuwa amazzi ekifo eky’obuyonjo kisaana okukozesebwa n’okulabirira olw’ekigendererwa kye kigendereddwaamu era tekirina kukyusibwa mu nkozesa endala yonna ng’ebifo eby’okuterekamu ebintu."
"the sanitation waste disposal facilities should be designed and constructed to ensure that waste or human excreta do not get into contact with people or transmit infectious microorganisms, physical contaminants, or harbor vector or vermin.","ebifo eby’okusuula kasasiro w’obuyonjo birina okukolebwa n’okuzimbibwa okukakasa nti kasasiro oba omusulo gw’abantu tebikwatagana na bantu oba okutambuza obuwuka obutonotono obusiigibwa, obucaafu obulabika, oba harbor vector oba vermin."
"in addition, adequate measures should be put in place to control flies and mosquito breeding in and around toilets.","okugatta ku ekyo, waliwo ebikolwa ebimala okufuga ensekere n’okulunda ensiri mu kaabuyonjo n’ebitundu ebiriraanyewo."
"the sanitary facilities should be structurally sound without presenting the risk of collapsing, falling posing a risk of","ebifo eby’obuyonjo birina okuba ebirungi mu nsengeka nga tebiraga bulabe bwa kugwa, ne bigwamu akabi k’okubeera ."
"to minimize the risk of violence, including sexual violence and or harm toilets should be properly located, with lockable doors (from inside) and access should be adequately lit at night.","okukendeeza ku bulabe bw’obutabanguko, omuli obutabanguko mu by’okwegatta n’oba kaabuyonjo zirina okubeera obulungi, nga zirina enzigi ezisibirwa (okuva munda) n’okutuuka ku bantu zirina okukoleezebwa obulungi ekiro."
"convenient hand washing facility close-by a toilet is not complete without a hand washing point with soap, water and adequate drainage.","ekifo ekirungi eky’okunaaba mu ngalo okumpi ne kaabuyonjo tekijjuvu nga tolina kifo kya kunaaba mu ngalo nga mulimu ssabbuuni, amazzi n’okufulumya amazzi agamala."
"all toilet designs should include convenient hand washing facilities so that hand washing after using the toilet can become a routine activity for the patients, visitors, caretakers and healthcare workers.","dizayini za kaabuyonjo zonna zirina okubeeramu ebifo ebirungi eby’okunaaza emikono olwo okunaaba mu ngalo oluvannyuma lw’okukozesa kaabuyonjo kisobole okufuuka omulimu ogwa bulijjo eri abalwadde, abagenyi, abalabirira n’abakozi b’ebyobulamu."
hand washing facilities can be located outside toilet stance but within toilet block in order to wash hand after exiting toilet stance.,ebifo eby’okwoza engoye osobola okubiteeka ebweru wa kaabuyonjo naye nga biri mu kaabuyonjo okusobola okunaaba omukono ng’omaze okufuluma mu kaabuyonjo.
wastewater from hand washing should be drained to a sewer or soakaway pits built using rocks/ coarse gravel.,amazzi amakyafu agava mu kunaaba mu ngalo galina okukulukuta okutuuka ku mwala oba ebinnya bya soakaway ebizimbibwa nga tukozesa enjazi/ amayinja amanene.
more information on hand hygiene is included in section 5-4.,ebisingawo ku buyonjo bw’omu ngalo biri mu kitundu 5-4.
toilets should be designed and built so that they are hygienic to use and do not become centres for disease transmission.,kaabuyonjo zirina okukolebwa n’okuzimbibwa zisobole okuba ez’obuyonjo okukozesa era tezifuuka centers for disease transmission.
"surfaces that may be soiled should be of smooth, waterproof and hardwearing material that can be cleaned with water and is resistant to cleaning products.","ebintu ebiyinza okuba nga bifuuse eby’obucaafu birina okuba nga biweweevu, ebiziyiza amazzi era nga bikaluba nga bisobola okuyonjebwa n’amazzi era nga bigumira ebintu eby’okwoza."
"in terms of cleaning, the slab is the most important part of a toilet; it should be made of concrete or some other hardwearing and smooth material.","mu nsonga z’okuyonja, slab kye kitundu ekisinga obukulu mu kaabuyonjo; lirina okukolebwa mu seminti oba ebirala ebimu ebikaluba n’ebintu ebiweweevu."
"other parts of the toilet, such as the superstructure, can be made with cheaper local materials.","ebitundu ebirala ebya kaabuyonjo, gamba nga superstructure, bisobola okukolebwa n’ebintu eby’omu kitundu eby’ebbeeyi entono."
"the design of the toilet should include measures to minimize odours, and control the breeding of flies and mosquitoes.","dizayini ya kaabuyonjo erina okubeeramu ebikolwa eby’okukendeeza ku buwoowo, n’okufuga enseke z’enseenene n’ensiri."
the floors in washrooms should be provided with anti-slippery finishing / tiles and the walls to be tiled for ease of cleaning.,wansi mu binaabiro olina okuweebwa anti-slippery finishing / tiles ne bisenge okubeera tile okusobola okwanguyirwa okuyonja.
menstrual hygiene wastes handling facilities the washroom and/or toilet stances on ladies side of sanitation facilities should contain water and appropriate containers (for primary collection of the used menstrual materials in order to prevent blockages of sewerage pipes or difficulties in desludging pits or septic tanks.,ebifo eby’obuyonjo bw’omu nsonga enzirukanya y’ebinabiro n’/oba kaabuyonjo ku ludda lw’ebifo eby’obuyonjo zirina okubaamu amazzi n’ebintu ebisaanira (okukuŋŋaanyizibwa okusooka kw’ebintu ebikozesebwa mu nsonga okusobola okuziyiza okuzibikira payipu z’emyala oba okukaluubirirwa okuggwaamu ebinnya oba ttanka z’amazzi amakyafu.
there should be a system for collection and disposal of menstrual wastes after removal from the toilets/ washrooms.,wabeewo enkola ey’okukung’aanya n’okusuula kasasiro w’omu nsonga oluvannyuma lw’okuggyibwa mu kaabuyonjo/ ebinaabirwamu.
"the waste handling, transportation and disposal practices detailed in chapter 11 can be applied to menstrual hygiene wastes.","enkola y’okukwata, okutambuza n’okusuula kasasiro mu ssuula 11 esobola okukozesebwa ku kasasiro w’obuyonjo bw’omu nsonga."
"wash facilities should ensure infection prevention and control water, sanitation and hygiene (wash) facilities should prevent infection and its spread in health care facilities to prevent people catching an infection while receiving health care.","ebifo eby’okunaaba birina okulaba ng’ebifo ebiziyiza obuwuka n’okufuga amazzi, obuyonjo n’obuyonjo (wash) birina okuziyiza obuwuka n’okusaasaana kwabwo mu bifo eby’obulamu okuziyiza abantu okukwata obulwadde nga bafuna obujjanjabi."
"therefore, hcfs should develop a simple system to monitor functionality of wash services.","n’olwekyo, hcfs zirina okukola enkola ennyangu okulondoola enkola y’empeereza y’okunaaba."
they have high patient exposure (i.e.,balina omulwadde omungi exposure (i.e.
"in some cases, more than twice daily cleaning and disinfection may be warranted.","mu mbeera ezimu, kiyinza okuyonja n’okutta obuwuka emirundi egisukka mu ebiri kiyinza okuba nga kyetaagisa."
"recommended frequencies, method and process for cleaning patient area toilets is presented recommended frequency, method and process for patient area toilets at least once daily (e.g., per 24-hour period), after routine cleaning of patient care area high-touch and frequently handwashing sinks, faucets (taps), handles, toilet seat, high-touch and frequently handwashing sinks, faucets, handles, toilet seat, door scheduled basis (e.g., weekly) recommended sanitation technologies for health care facilities the sanitation technologies options for human excreta disposal includes several options from simple and economical technologies such as improved latrines to more complicated water11 unicef covid-19 emergency preparedness and response: wash and infection prevention and control in health","frequencies ezisemba, enkola n’enkola y’okuyonja kaabuyonjo z’ekitundu ky’abalwadde ziragiddwa emirundi ebiragiddwa, enkola n’enkola ya kaabuyonjo z’ekifo ky’omulwadde waakiri omulundi gumu buli lunaku (e.g., buli kiseera eky’essaawa 24), oluvannyuma lw’okuyonja ekifo eky’okulabirira abalwadde mu kifo ekikwata ennyo era emirundi mingi nga banaaba mu ngalo, ttaapu (taps), entebe, entebe za kaabuyonjo, omusingi omungi n’okunaaza engalo emirundi mingi. tekinologiya w’obuyonjo mu bifo eby’obulamu tekinologiya w’obuyonjo options for human excreta disposal mulimu enkola eziwerako okuva mu tekinologiya omunyangu era ow’ebyenfuna nga okulongoosa kaabuyonjo okutuuka ku mazzi agazibu11 unicef covid-19 okwetegekera embeera ez’amangu n’okuddamu: okunaaza n’okuziyiza obulwadde n’okufuga mu by’obulamu"
drainable lined ventilated improved pit (vip) latrines ( water borne toilets connected to septic tanks and soak pits waterborne toilets connected to sewers waterborne toilets can be of seat type - type to be used in stances for vulnerable persons while squat flush toilets for the public.,latrines eziyingira mu layini ezifuluma mu layini (vip) ( vip) ( kaabuyonjo ezizaalibwa mu mazzi eziyungiddwa ku ttanka z’amazzi amakyafu n’ebinnya ebinywera kaabuyonjo ezibeera mu mazzi eziyungiddwa ku myala kaabuyonjo ezibeera mu mazzi ziyinza okuba ez’ekika ky’entebe - ekika ky’okuyimirira mu bifo abantu abataliiko mwasirizi ate nga ne kaabuyonjo za squat flush eri abantu bonna.
grey water can also be connected to sewers or septic tank.,amazzi enzirugavu nago gasobola okuyungibwa ku myala oba mu ttanka y’amazzi agakulukuta.
wall mounted ceramic bowl urinals desirable requirements for sanitation facilities in hcfs in all female toilets there should be a receptacle bin lidded and foot operated lined with a plastic bag for disposal of sanitary pads.,wall mounted ceramic bowl urinas ebyetaago ebyegombebwa ku bifo eby’obuyonjo mu hcfs mu kaabuyonjo zonna enkazi wandibaddewo ekifo we bateeka ebibbo ebiteekebwako n’ebigere ebikoleddwa mu layini n’akaveera okusuula paadi z’obuyonjo.
in all female toilets there should be a receptacle bin lidded and foot operated lined with a plastic bag for disposal of sanitary pads.,mu kaabuyonjo zonna enkazi wandibaddewo ekifo we bateeka ebibbo n’ebigere nga bikoleddwako akaveera okusuula paadi z’obuyonjo.
standby vip latrines are recommended for all the hcfs in case of water outages for the piped water,latrines za vip eziyimiriddewo zirungi ku hcf zonna singa wabaawo amazzi agava mu mazzi aga payipu .
designing of sanitation facilities should be part of the initial hcf planning.,okukola dizayini y’ebifo eby’obuyonjo kulina okuba ekitundu ku nteekateeka ya hcf esooka.
"however, where sanitation infrastructure and services are inadequate it is equally important to plan for construction of new ones or upgrading the existing facilities.","naye, ebikozesebwa n’obuweereza bw’obuyonjo we bitamala kikulu kyenkanyi okuteekateeka okuzimba ebipya oba okulongoosa ebifo ebiriwo."
"as mentioned in the preceding section, two types of toilets are recommended for hcfs depending on the facility size and catchment population (with future projections); type of services being offered at a facility; availability of reliable water supply; iv.","nga bwe kyayogeddwa mu kitundu ekiyise, ebika bya kaabuyonjo bibiri bisemba ku hcfs okusinziira ku bunene bw’ekifo n’omuwendo gw’abantu abakuŋŋaanira (nga balina okuteebereza mu biseera eby’omu maaso); ekika ky’obuweereza obuweebwa mu kifo; okubeerawo kw’amazzi agesigika; iv."
"the force of the water from the flushing mechanism, which is called thecistern, washes the urine, faeces and toilet paper out into the septic tank or sewage system.","amaanyi g’amazzi agava mu nkola y’okufuuwa amazzi, eyitibwa thecistern, ganaaza omusulo, omusulo n’empapula za kaabuyonjo mu ttanka y’amazzi amakyafu oba enkola y’amazzi amakyafu."
it is important that toilet cisterns work properly all the time.,kikulu nti ebiyumba bya kaabuyonjo okukola obulungi buli kiseera.
"if they do not work, the sewage is left in the toilet pan.","bwe batakola, amazzi amakyafu galekebwa mu kaabuyonjo."
sewage left in toilets will smell bad and will bring flies which can carry diseasecausing germs to people.,amazzi amakyafu agasigadde mu kaabuyonjo gajja kuwunya bubi era gajja kuleeta ensekere eziyinza okutwala obulwadde obuleeta obuwuka eri abantu.
"however, the toilet can be flushed by pouring a bucket of water into the pedestal pan.",wabula kaabuyonjo osobola okugifuuwa ng’oyiwa ekibbo ky’amazzi mu ssowaani y’ekituuti.
this should be done every time the toilet is used until the cistern is fixed.,kino kisaana okukolebwa buli kaabuyonjo lw’ekozesebwa okutuusa ng’ekidiba kitereezeddwa.
the most important part is the cistern.,ekitundu ekisinga obukulu ye cistern.
"sometimes the cistern is set behind the wall in a duct or cavity to protect it from vandals.12 environmental health practitioner manual -tafe aboriginal access and the kimberley aboriginal medical services council,","oluusi ekidiba kiteekebwa emabega wa bbugwe mu mudumu oba ekituli okukikuuma okuva ku kwonoona.12 ekitabo ky’omusawo w’ebyobulamu mu butonde -tafe aboriginal access ne kimberley aboriginal medical services council,"
maintenance and hygiene of flush toilets flush toilets are not typically designed to handle waste on site.,okuddaabiriza n’obuyonjo bwa kaabuyonjo ezifuumuuka kaabuyonjo tezitera kukolebwa kukwata kasasiro mu kifo.
"instead, their drain pipes are connected to waste conveyance and waste treatment systems.13 for maintenance and hygiene purposes the following practices are recommended: users of flush toilets should be reminded through a visibly displayed poster that they must flush and leave the toilet clean after use; the cleaners should clean the flush toilet with a toilet brush and detergents; (iii) there should be a cleaning schedule that shows the cleaning time and a supervisors verification column that is signed to indicate monitoring for cleanliness; (iv) periodic checks on effective functioning of the flush toilets in the hcf should be carried out to identify any mechanical faults especially the blockage of wastewater flow due to the faulty cistern mechanism; (v) since in many cases flush toilets are located within the buildings, rectification of such faults should be done immediately otherwise flies could be easily attracted within the premises of the hcfs.","wabula, payipu zazo ezifulumya amazzi ziyungibwa ku nkola y’okutambuza kasasiro n’okulongoosa kasasiro.13 okusobola okuddaabiriza n’obuyonjo enkola zino wammanga ze zirungi: abakozesa kaabuyonjo ezifuumuuka zirina okujjukizibwa nga bayita mu kipande ekirabiddwa mu ngeri erabika nti balina okufuumuula n’okuleka kaabuyonjo nga nnyonjo nga bamaze okugikozesa; abayonja balina okuyonja kaabuyonjo efuukuuse nga bakozesa bbulawuzi ya kaabuyonjo n’eby’okunaaba; (iii) wabeewo enteekateeka y’okuyonja eraga obudde bw’okuyonja n’omuko ogw’okukakasa abalabirira ogussiddwako omukono okulaga okulondoola obuyonjo; (iv) okukebera buli luvannyuma lwa kiseera ku nkola ennungamu eya kaabuyonjo ezifuumuuka mu hcf kulina okukolebwa okuzuula ensobi zonna ez’ebyuma naddala okuzibikira kw’amazzi amakyafu agakulukuta olw’enkola ya cistern eriko obuzibu; (v) okuva bwe kiri nti mu mbeera nnyingi kaabuyonjo ezifuumuuka zisangibwa mu bizimbe, okutereeza ensobi ng’ezo kulina okukolebwa amangu ddala mu ngeri endala ensekere kuyinza okwanguyirwa okusikiriza munda mu kifo kya hcfs."
"rectification is also important to avoid bad smell from blocked (vi) bed pans should be immediately cleaned and disinfected after being used by the the amount of water used by conventional flush toilets usually makes up a significant portion of personal daily water usage in hcfs especially those with relatively high numbers of hcws, patients and carers.","okutereeza nakyo kikulu okwewala okuwunya obubi okuva mu bipande by’ekitanda ebizibiddwa (vi) kulina okuyonjebwa amangu ddala n’okutta obuwuka oluvannyuma lw’okukozesebwa omuwendo gw’amazzi agakozesebwa kaabuyonjo eza bulijjo ezifuumuuka zitera okukola ekitundu ekinene eky’okukozesa amazzi ga buli lunaku mu hcfs naddala ezo ezirina omuwendo omunene ogwa hcw, abalwadde n’abalabirira."
"it is recommended that hcfs should opt for modern low flush toilet designs, which allow the use of much less water per flush that range from 4.5 to 6 liters per flush.","kirungi hcfs zirina okusalawo okukola dizayini za kaabuyonjo ez’omulembe eza low flush, ezisobozesa okukozesa amazzi amatono ennyo buli flush nga zitandikira ku liita 4.5 okutuuka ku 6 buli lufuufu."
ventilated improved pit latrines the vip latrine is an improvement over the simple dry pit latrine.,latrine ezirongooseddwa mu binnya ezirongooseddwa vip kaabuyonjo nnongoosereza ku kaabuyonjo ennyangu ey’ekinnya ekikalu.
"the distinctive feature that gives the vip latrine its name is the vent pipe installed into the pit, which is used to exhaust the foul odour from the pit and control flies ( the national guidelines for water, sanitation and hygiene in health care facilities the united republic of tanzania, 2017","ekintu eky’enjawulo ekiwa kaabuyonjo ya vip erinnya lyayo ye payipu y’okufulumya empewo essiddwa mu kinnya, ekozesebwa okumalawo akawoowo akavundu mu kinnya n’enseenene ezifuga ( endagiriro y’eggwanga ku mazzi, obuyonjo n’obuyonjo mu bifo eby’obulamu united republic of tanzania, 2017 2017"
the principle is that a continuous flow of air comes in through the superstructure and enters the pit through the hole.,omusingi guli nti empewo egenda mu maaso eyingira ng’eyita mu kisenge ekinene (superstructure) n’eyingira mu kinnya ng’eyita mu kinnya.
the other advantage of the vent is controlling flies.,ekirungi ekirala ekiri mu vent kwe kufuga ensekere.
newly-emerging adult flies will try to escape through the vent pipe because the pipe allows sunlight to enter into the pit and flies are photopositive (meaning they move towards light) by nature.,enseenene z’abantu abakulu ezipya zijja kugezaako okutoloka nga ziyita mu payipu y’okufulumya omukka kubanga payipu esobozesa omusana okuyingira mu kinnya era ensekere zibeera za kitangaala (kitegeeza nti zitambula nga zigenda mu kitangaala) mu butonde.
the vent pipe should have an internal diameter of 110150 mm and reach more than 500 mm above the highest point of the roof.,payipu y’okufulumya omukka erina okuba ne mm 110150 munda era etuuka ku mm ezisukka mu 500 waggulu w’ekifo ekisinga okuba waggulu ku kasolya.
the vent works better in windy areas but where there is not much wind its effectiveness can be improved by painting the pipe black.,ekyuma ekifulumya empewo kikola bulungi mu bitundu ebirimu empewo naye nga tewali mpewo nnyingi obulungi bwayo busobola okulongoosebwa nga tusiiga payipu omuddugavu.
it is very important to ensure that the vent pipe is straight and vertical in order to allow as much light as possible to shine down the pipe into the pit and so attract any newly emergent flies up the bottom of the vent pipe should be securely fixed into a hole in the pit cover slab.,kikulu nnyo okukakasa nti payipu y’okufulumya empewo egolokofu era yeesimbye okusobola okukkiriza ekitangaala ekinene nga bwe kisoboka okumasamasa wansi mu payipu mu kinnya era bwe kityo okusikiriza enseenene zonna ezipya ezifuluma wansi wansi wa payipu y’okufulumya empewo erina okunywezebwa obulungi mu kinnya mu kinnya ekibikka ekinnya.
the vent pipe should be attached to the wall of the superstructure with steel straps or galvanized steel wire.,payipu y’okufulumya omukka erina okussibwa ku bbugwe w’ekizimbe ekiyitibwa ‘superstructure’ ng’eriko obuguwa obw’ekyuma oba waya y’ekyuma eriko ‘galvanized’.
"to test the efficacy of the ventilation, a small, smoky fire can be lit in the pit; the smoke should be pulled up and out of the vent pipe and not remain in the pit or the superstructure.","okugezesa obulungi bw’empewo, omuliro omutono ogufuuwa omukka guyinza okukoleezebwa mu kinnya; omukka gulina okusimbulwa waggulu ne gufuluma mu payipu y’okufulumya omukka n’otosigala mu kinnya oba mu kisenge ekinene."
for pvc pipes sandpaper the top of the pipe so there are no sharp edges that will cut the netting.,ku payipu za pvc sandpaper waggulu wa payipu kale tewali mbiriizi nsongovu ezigenda okusala akatimba.
an alternative is to make a collar from a cut section of pipe and snap this over the mesh.,eky’okuddako kwe kukola enkokola okuva mu kitundu kya payipu ekisaliddwa n’osika kino ku mesh.
